-87.666,-233.675,279,0
-109.993,-198.085,279,0
-109.772,-154.978,279,0
-105.13,-173.326,271,0
-96.5084,-206.706,271,0
-122.593,-145.031,287,0
-93.6346,-172,287,0
-128.12,-183.716,287,0
-81.0343,-215.107,287,0
-142.047,-237.433,335,0
-109.551,-271.256,335,0
-86.3397,-253.35,335,0
-83.687,-218.643,335,0
-108.003,-147.905,335,0
-156.857,-134.42,335,0
-130.33,-187.032,335,0
-207.48,-119.609,335,0
-184.49,-113.419,335,0
-151.773,-238.981,347,0
-119.277,-270.371,347,0
-90.3187,-252.465,347,0
-83.2449,-209.359,347,0
-90.9819,-166.253,347,0
-115.077,-135.967,347,0
-150.226,-117.177,347,0
-199.08,-138.62,347,0
-217.428,-123.367,347,0
-164.595,-156.747,347,0
-199.301,-163.821,347,0
-191.785,-186.811,347,0
-194.438,-189.464,355,0
-188.027,-205.822,355,0
-170.784,-203.833,355,0
-174.542,-217.98,355,0
-137.846,-236.107,355,0
-137.846,-260.203,355,0
-102.477,-252.465,355,0
-78.1605,-225.054,355,0
-77.7184,-206.485,355,0
-93.8557,-168.905,355,0
-111.319,-138.178,355,0
-155.089,-119.167,355,0
-192.89,-110.988,355,0
-228.923,-108.335,355,0
-213.67,-147.02,355,0
-209.691,-167.137,355,0
-192.006,-159.621,355,0
-140.057,-167.579,355,0
-133.425,-197.643,355,0
-233.123,-129.115,363,0
-210.796,-164.484,363,0
-187.806,-194.548,363,0
-153.321,-236.991,363,0
-110.656,-256.224,363,0
-89.6556,-220.412,363,0
-83.2449,-164.263,363,0
-122.372,-132.209,363,0
-190.901,-124.251,363,0
-217.207,-114.083,363,0
-163.71,-125.578,363,0
-152.215,-142.157,363,0
-138.731,-160.063,363,0
-113.53,-198.969,363,0
-89.6556,-185.706,363,0
-80.5922,-197.864,363,0
-92.9715,-229.475,363,0
-94.961,-241.413,363,0
-123.92,-221.075,363,0
-154.647,-240.086,363,0
-142.047,-254.897,363,0
-163.268,-206.043,363,0
-181.395,-188.801,363,0
-153.984,-177.305,363,0
-237.986,-115.188,375,0
-199.301,-121.82,375,0
-166.363,-121.82,375,0
-135.415,-128.672,375,0
-109.772,-137.073,375,0
-93.6346,-153.431,375,0
-84.7923,-184.6,375,0
-86.7818,-219.749,375,0
-96.5084,-237.876,375,0
-125.246,-239.202,375,0
-153.321,-228.149,375,0
-131.657,-186.811,375,0
-146.026,-154.757,375,0
-186.7,-195.211,375,0
-215.659,-174.211,375,0
-226.712,-154.536,375,0
-253.46,-137.515,375,0
-252.355,-126.241,383,0
-227.375,-166.031,383,0
-216.986,-183.716,383,0
-172.332,-179.516,383,0
-159.289,-154.757,383,0
-138.952,-118.504,383,0
-120.162,-130.441,383,0
-92.3083,-165.368,383,0
-89.4345,-198.969,383,0
-106.014,-229.254,383,0
-151.994,-224.612,383,0
-128.562,-199.411,383,0
-150.226,-174.432,383,0
-143.373,-156.084,383,0
-227.817,-125.357,383,0
-182.5,-119.167,383,0
-191.564,-202.948,383,0
-193.111,-202.727,393,0
-163.931,-211.127,393,0
-137.404,-225.938,393,0
-107.782,-204.054,393,0
-99.6032,-183.495,393,0
-115.962,-141.715,393,0
-140.72,-152.326,393,0
-183.164,-133.315,393,0
-236.439,-136.41,393,0
-248.597,-153.652,393,0
-217.649,-171.116,393,0
-211.901,-139.062,393,0
-178.079,-160.947,393,0
-154.426,-183.937,393,0
-199.08,-141.494,401,0
-178.521,-170.895,401,0
-169.016,-198.085,401,0
-140.057,-212.675,401,0
-105.13,-202.064,401,0
-102.035,-175.537,401,0
-113.751,-144.589,401,0
-178.3,-186.59,407,0
