-124,-227,244,0
-89,-211,244,0
-85,-176,244,0
-101,-145,244,0
-147,-125,244,0
-198,-121,244,0
-232,-152,244,0
-212,-160,244,0
-187,-148,244,0
-181,-167,244,0
-124,-179,244,0
-136,-145,244,0
-122,-150,244,0
-150,-223,236,0
-100,-232,236,0
-79,-203,236,0
-126,-242,236,0
-85,-171,236,0
-101,-143,236,0
-128,-132,236,0
-168,-121,236,0
-206,-116,236,0
-227,-124,236,0
-229,-138,236,0
-220,-154,236,0
-202,-158,236,0
-162,-156,236,0
-173,-172,236,0
-126,-153,236,0
-130,-174,236,0
-227,-115,228,0
-81,-161,228,0
-80,-179,228,0
-81,-195,228,0
-86,-219,228,0
-99,-234,228,0
-121,-241,228,0
-147,-235,228,0
-156,-211,228,0
-131,-173,228,0
-141,-139,228,0
-115,-129,228,0
-100,-132,228,0
-105,-119,228,0
-195,-159,228,0
-219,-147,228,0
-233,-135,228,0
-222,-158,228,0
-210,-124,228,0
-188,-116,228,0
-164,-118,228,0
-148,-118,228,0
-151,-192,228,0
-147,-204,228,0
-136,-182,228,0
-118,-173,228,0
-113,-152,228,0
-216,-128,220,0
-206,-151,220,0
-186,-156,220,0
-171,-168,220,0
-152,-173,220,0
-148,-198,220,0
-153,-220,220,0
-145,-238,220,0
-123,-242,220,0
-96,-230,220,0
-83,-198,220,0
-81,-160,220,0
-108,-133,220,0
-145,-120,220,0
-186,-119,220,0
-210,-117,220,0
-203,-134,220,0
-188,-146,220,0
-138,-161,220,0
-129,-177,220,0
-125,-164,220,0
-112,-139,220,0
-92,-147,220,0
-94,-178,220,0
-135,-190,220,0
-149,-224,212,0
-135,-238,212,0
-112,-229,212,0
-89,-218,212,0
-79,-185,212,0
-92,-155,212,0
-110,-133,212,0
-161,-123,212,0
-196,-121,212,0
-212,-116,212,0
-196,-143,212,0
-176,-157,212,0
-168,-151,212,0
-185,-142,212,0
-184,-133,212,0
-128,-172,212,0
-135,-141,212,0
-97,-142,212,0
-84,-175,212,0
-103,-161,212,0
-97,-202,212,0
-78,-204,212,0
-132,-219,212,0
-117,-216,212,0
-134,-183,212,0
-152,-210,212,0
-153,-214,204,0
-149,-231,204,0
-140,-237,204,0
-104,-219,204,0
-87,-218,204,0
-79,-193,204,0
-98,-197,204,0
-101,-155,204,0
-94,-141,204,0
-111,-129,204,0
-134,-148,204,0
-155,-124,204,0
-182,-124,204,0
-197,-121,204,0
-194,-134,204,0
-182,-144,204,0
-167,-144,204,0
-142,-215,204,0
-99,-231,204,0
-79,-172,204,0
-94,-156,204,0
-195,-124,192,0
-172,-129,192,0
-158,-132,192,0
-140,-144,192,0
-123,-126,192,0
-122,-146,192,0
-119,-167,192,0
-145,-229,192,0
-127,-220,192,0
-120,-229,192,0
-94,-215,192,0
-78,-198,192,0
-82,-166,192,0
-108,-169,192,0
-98,-137,192,0
-116,-123,192,0
-167,-137,184,0
-156,-131,184,0
-127,-147,184,0
-137,-130,184,0
-119,-170,184,0
-133,-210,184,0
-124,-226,184,0
-130,-193,184,0
-114,-226,184,0
-103,-229,184,0
-90,-210,184,0
-85,-199,184,0
-82,-184,184,0
-87,-161,184,0
-99,-154,184,0
-146,-137,180,0
-124,-130,180,0
-127,-140,180,0
-103,-153,180,0
-100,-170,180,0
-135,-199,180,0
-130,-216,180,0
-123,-229,180,0
-101,-218,180,0
-86,-197,180,0
-96,-189,180,0
-81,-182,180,0
-87,-217,180,0
-134,-198,180,0
-124,-203,180,0
-132,-195,176,0
-119,-219,176,0
-129,-185,168,0
-110,-211,168,0
-89,-201,168,0
-84,-180,168,0
-97,-166,168,0
-109,-138,168,0
-135,-138,168,0
-133,-133,160,0
-108,-138,160,0
-95,-150,160,0
-108,-161,160,0
-91,-181,160,0
-84,-172,160,0
-86,-201,160,0
-98,-214,160,0
-100,-178,148,0
-85,-173,148,0
-95,-156,148,0
-89,-194,148,0
-93,-169,136,0
-88,-180,136,0
-106,-202,188,1
-108,-160,188,1
-98,-178,188,1
-99,-188,188,1
-113,-138,188,1
-101,-148,188,1
-129,-134,188,1
-99,-176,164,1
-93,-166,152,1
-104,-182,180,1
-105,-203,180,1
-113,-202,180,1
-111,-138,180,1
-120,-136,180,1
-95,-181,180,1
-111,-193,204,1
-113,-203,204,1
-104,-172,204,1
-108,-164,204,1
-116,-137,204,1
-123,-145,204,1
-139,-208,216,1
-118,-196,216,1
-111,-174,216,1
-110,-168,216,1
-125,-152,216,1
-122,-142,216,1
-153,-140,216,1
-153,-156,216,1
-177,-138,216,1
-125,-233,216,1
-101,-194,216,1
-128,-150,224,1
-110,-166,224,1
-123,-194,224,1
-128,-216,224,1
-166,-150,224,1
-177,-139,224,1
-186,-131,224,1
-169,-131,224,1
-133,-134,224,1
-126,-229,224,1
-131,-192,240,1
-144,-163,240,1
-171,-146,240,1
-134,-219,240,1
-142,-187,256,1
-154,-170,256,1
-144,-175,256,1
-166,-163,256,1
-118,-167,236,1
-111,-158,236,1
-116,-192,236,1
-110,-203,236,1
-132,-222,236,1
-125,-216,236,1
-187,-150,236,1
-176,-141,236,1
-173,-130,236,1
-149,-160,212,1
-112,-170,212,1
-114,-197,212,1
-115,-197,212,1
-141,-202,212,1
-123,-148,212,1
-119,-141,212,1
-123,-136,212,1
-152,-140,212,1
-161,-137,212,1
-176,-138,212,1
-190,-126,212,1
-106,-188,192,1
-98,-179,192,1
-102,-149,192,1
-109,-160,192,1
-115,-138,192,1
-129,-133,192,1
-109,-202,192,1
-101,-178,168,1
-91,-170,168,1
-88,-187,168,1
-97,-143,168,1
