-88,-234,279,0
-110,-198,279,0
-110,-155,279,0
-105,-173,271,0
-97,-207,271,0
-123,-145,287,0
-94,-172,287,0
-128,-184,287,0
-81,-215,287,0
-142,-237,335,0
-110,-271,335,0
-86,-253,335,0
-84,-219,335,0
-108,-148,335,0
-157,-134,335,0
-130,-187,335,0
-207,-120,335,0
-184,-113,335,0
-152,-239,347,0
-119,-270,347,0
-90,-252,347,0
-83,-209,347,0
-91,-166,347,0
-115,-136,347,0
-150,-117,347,0
-199,-139,347,0
-217,-123,347,0
-165,-157,347,0
-199,-164,347,0
-192,-187,347,0
-194,-189,355,0
-188,-206,355,0
-171,-204,355,0
-175,-218,355,0
-138,-236,355,0
-138,-260,355,0
-102,-252,355,0
-78,-225,355,0
-78,-206,355,0
-94,-169,355,0
-111,-138,355,0
-155,-119,355,0
-193,-111,355,0
-229,-108,355,0
-214,-147,355,0
-210,-167,355,0
-192,-160,355,0
-140,-168,355,0
-133,-198,355,0
-233,-129,363,0
-211,-164,363,0
-188,-195,363,0
-153,-237,363,0
-111,-256,363,0
-90,-220,363,0
-83,-164,363,0
-122,-132,363,0
-191,-124,363,0
-217,-114,363,0
-164,-126,363,0
-152,-142,363,0
-139,-160,363,0
-114,-199,363,0
-90,-186,363,0
-81,-198,363,0
-93,-229,363,0
-95,-241,363,0
-124,-221,363,0
-155,-240,363,0
-142,-255,363,0
-163,-206,363,0
-181,-189,363,0
-154,-177,363,0
-238,-115,375,0
-199,-122,375,0
-166,-122,375,0
-135,-129,375,0
-110,-137,375,0
-94,-153,375,0
-85,-185,375,0
-87,-220,375,0
-97,-238,375,0
-125,-239,375,0
-153,-228,375,0
-132,-187,375,0
-146,-155,375,0
-187,-195,375,0
-216,-174,375,0
-227,-155,375,0
-253,-138,375,0
-252,-126,383,0
-227,-166,383,0
-217,-184,383,0
-172,-180,383,0
-159,-155,383,0
-139,-119,383,0
-120,-130,383,0
-92,-165,383,0
-89,-199,383,0
-106,-229,383,0
-152,-225,383,0
-129,-199,383,0
-150,-174,383,0
-143,-156,383,0
-228,-125,383,0
-183,-119,383,0
-192,-203,383,0
-193,-203,393,0
-164,-211,393,0
-137,-226,393,0
-108,-204,393,0
-100,-183,393,0
-116,-142,393,0
-141,-152,393,0
-183,-133,393,0
-236,-136,393,0
-249,-154,393,0
-218,-171,393,0
-212,-139,393,0
-178,-161,393,0
-154,-184,393,0
-199,-141,401,0
-179,-171,401,0
-169,-198,401,0
-140,-213,401,0
-105,-202,401,0
-102,-176,401,0
-114,-145,401,0
-178,-187,407,0
-146,-201,407,0
-112,-191,407,0
-113,-168,407,0
-122,-146,407,0
-213,-156,407,0
-261,-156,407,0
-253,-176,407,0
-150,-215,374,1
-118,-185,374,1
-119,-170,374,1
-119,-156,374,1
-199,-151,374,1
-162,-178,374,1
-144,-202,374,1
-107,-204,374,1
-108,-218,374,1
-209,-166,374,1
-154,-145,374,1
-175,-218,374,1
-177,-217,384,1
-161,-217,384,1
-144,-211,384,1
-127,-186,384,1
-118,-169,384,1
-199,-157,384,1
-191,-170,390,1
-129,-187,390,1
-118,-168,390,1
-177,-216,392,1
-190,-175,392,1
-128,-187,392,1
-118,-167,392,1
-124,-168,398,1
-124,-167,406,1
-124,-168,400,1
-178,-190,400,1
-130,-152,400,1
-139,-212,388,1
-129,-186,388,1
-117,-168,388,1
-120,-182,368,1
-119,-171,368,1
-182,-151,368,1
-165,-157,368,1
-156,-171,368,1
-204,-147,368,1
-191,-138,368,1
-145,-200,368,1
-133,-213,358,1
-150,-190,358,1
-124,-177,358,1
-140,-184,358,1
-116,-158,358,1
-178,-176,358,1
-161,-138,358,1
-125,-247,348,1
-122,-212,348,1
-159,-190,348,1
-133,-179,348,1
-205,-130,348,1
-116,-207,336,1
-134,-237,336,1
-149,-204,336,1
-115,-183,336,1
-133,-216,328,1
-118,-218,318,1
-106,-234,318,1
-110,-193,318,1
-130,-204,318,1
-112,-218,306,1
-123,-197,306,1
